log10_gap_s,gap_s,density
-0.49860647833681926,0.3172440763947172,0.5802401887759135
-0.49223929025902924,0.3219294515729397,0.5778792242512865
-0.48587210218123933,0.3266840250189758,0.5754295303823743
-0.4795049141034494,0.3315088187214791,0.5729021024074683
-0.4731377260256595,0.3364048697628447,0.5703079818507096
-0.4667705379478696,0.34137323054212954,0.567658215868778
-0.4604033498700797,0.3464149690012635,0.564963816927648
-0.45403616179228967,0.3515311688546022,0.5622357230225207
-0.44766897371449976,0.3567229298218695,0.5594847586499742
-0.44130178563670985,0.3619913678645411,0.5567215967357985
-0.43493459755891994,0.36733761542571863,0.5539567217149942
-0.42856740948113003,0.3727628216735467,0.5512003939520534
-0.42220022140334,0.37826815274822484,0.5484626156799608
-0.4158330333255502,0.38385479201266737,0.5457530986254392
-0.4094658452477602,0.3895239403068665,0.5430812334759125
-0.4030986571699702,0.39527681620600996,0.5404560613305495
-0.3967314690921804,0.40111465628241244,0.5378862472637058
-0.39036428101439036,0.4070387153713157,0.535380056114196
-0.38399709293660056,0.41305026684061213,0.5329453305982478
-0.37762990485881054,0.41915060286455497,0.5305894718278092
-0.3712627167810205,0.4253410347015078,0.5283194222992663
-0.3648955287032307,0.4316228929757984,0.5261416514006688
-0.3585283406254407,0.4379975279637349,0.5240621434684607
-0.3521611525476509,0.4444663098838445,0.52208638840751
-0.3457939644698609,0.4510306291914014,0.5202193748711786
-0.33942677639207086,0.45769189687730183,0.5184655859813008
-0.33305958831428106,0.464451544771355,0.5168289975514472
-0.32669240023649104,0.4713110258500536,0.5153130787608334
-0.32032521215870124,0.4782718145488874,0.513920795210838
-0.3139580240809112,0.48533540707927286,0.5126546142814024
-0.3075908360031212,0.49250332175016,0.5115165126907539
-0.3012236479253314,0.49977709929439107,0.5105079861489739
-0.2948564598475414,0.5071583031998801,0.5096300609840674
-0.2884892717697516,0.5146485200456804,0.508883307608405
-0.28212208369196157,0.5222493598430191,0.5082678556838497
-0.27575489561417155,0.5299624563813657,0.5077834108355163
-0.26938770753638175,0.5377894675796127,0.5074292727570998
-0.26302051945859173,0.545732075842444,0.5072043545449798
-0.25665333138080193,0.5537919884219638,0.5071072030939833
-0.2502861433030119,0.5619709377846694,0.5071360203847095
-0.2439189552252219,0.5702706819838413,0.5072886854907497
-0.2375517671474321,0.5786930050374341,0.5075627771339049
-0.23118457906964207,0.5872397173115502,0.5079555966166568
-0.22481739099185227,0.595912655909573,0.5084641909635963
-0.21845020291406225,0.6047136850670517,0.5090853761072494
-0.21208301483627223,0.6136446965524147,0.5098157599587009
-0.20571582675848243,0.6227076100736026,0.5106517652095314
-0.1993486386806924,0.6319043736907078,0.5115896517188018
-0.19298145060290262,0.6412369642347052,0.5126255383470286
-0.1866142625251126,0.6507073877323717,0.5137554241082455
-0.18024707444732257,0.6603176798374759,0.5149752085212095
-0.17387988636953278,0.6700699062683406,0.5162807110515267
-0.16751269829174276,0.6799661632518669,0.5176676895477738
-0.16114551021395296,0.6900085779741119,0.5191318575865647
-0.15477832213616294,0.7001993090375283,0.5206689006537278
-0.14841113405837292,0.7105405469249493,0.5222744911013413
-0.14204394598058312,0.7210345144704315,0.5239443018330519
-0.1356767579027931,0.7316834673370506,0.5256740186829406
-0.1293095698250033,0.7424896945017502,0.5274593514659071
-0.12294238174721328,0.7534555187473574,0.5292960436901667
-0.11657519366942326,0.7645832971618589,0.5311798809347738
-0.11020800559163346,0.7758754216450544,0.5331066979070662
-0.10384081751384344,0.7873343194226936,0.5350723842064403
-0.09747362943605364,0.7989624535682018,0.5370728888318317
-0.09110644135826362,0.8107623235321174,0.53910422348061
